@relation train

@attribute Document string
@attribute NumberOfNouns numeric
@attribute NumberOfVerbs numeric
@attribute NumberOfPronouns numeric
@attribute TweetLength numeric
@attribute NumberOfWords numeric
@attribute NumberOfHashTag numeric
@attribute Class {1, 0}

@data
"Terza scossa qui ad anzola dell'emilia reflex shock asterid_dicot_genus Emilia genus taxon","1","1","1","38","7","0","1"
"Un'altra scossa. Questa volta l'ho sentita bene anche io da Jesi. Spero non ci siano altre vittime o feriti. reflex shock better unfortunate victim people wounded","5","3","2","108","21","0","1"
"Altra scossa ora a #bologna. #terremoto reflex shock geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","2","1","0","39","6","2","1"
"Altra brutta scossa. Now. Qui sono nell'esatto epicentro. #terremoto ugly reflex shock exact geographic_point epicenter geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","2","3","0","68","10","1","1"
"#terremoto nuova scossa piu' debole percepita a Bologna geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography new reflex shock weak metropolis Bologna comune College_town City","3","2","0","55","8","1","1"
"cazzo ancora scosse di terremoto... move shake geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","2","1","0","35","5","0","1"
"Letto del terremoto di stanotte..spero non abbia provocato molti danni.. furniture bed bedroom_furniture geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography wish desire create cause compensation indemnity total law","3","3","0","72","11","0","1"
"Proviamo a dormire... #terremoto rest kip geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","0","3","0","32","4","1","1"
"A quanto la scossa di terremoto delle 5?? Nessuno lo sa? Sentita anche a Vicenza reflex shock geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography taste","3","2","2","80","15","0","1"
"Su RaiNew24 immagini in diretta del terremoto: http://tinyurl.com/dy6okh representation image Artifact_(error) television_program Live_television television geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","4","1","0","72","11","0","1"
"Se era più forte non era una scossa d'assestamento!! #Terremoto more strong reflex shock science Assestamento_forestale geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","2","3","0","64","11","1","1"
"#terremoto da #bologna una di assestamento notevole proprio adesso... geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography metropolis Bologna comune College_town City science Assestamento_forestale notable now","2","2","1","69","9","2","1"
"A Modena da paura, anche la seconda scossa fortissima a distanza  di un ora emotion fear reflex shock size distance navigation length physical_quantity geometry function physics mathematics","5","0","0","75","14","0","1"
"Un'altra scossa!!! Cazzo!!!! #terremoto reflex shock penis dick word noun insult language geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","1","1","0","39","5","1","1"
"in diretta da radio rock una signora anziana invalida che ha chiamato la radio durante il terremoto trovando conforto e sollievo alla paura television_program Live_television television broadcasting radio Wireless Mediu_(arte_și_cultură) transmission genre rock popular_music genre woman dame adult senior_citizen softness disability combination label call broadcasting radio Wireless Mediu_(arte_și_cultură) transmission geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography encounter emotion fear","9","3","1","139","23","0","1"
"Come tre anni fa. Non è cambiato nulla, non è servito a niente. #genovamuore #AlluvioneGenova #orabasta #allertameteoLIG period age unit_of_time time_standard contraction_(grammar) Ain't colloquialism alter go serve","2","5","2","122","15","4","1"
"Terremoto: l'Esercito Interviene In Abruzzo: Roma, 6 apr. Adnkronos - L'Esercito, fin dall'inizio dell'emergenza.. http://tinyurl.com/d4g5ud geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography military army military_service Italian_region Abruzzi_e_Molise Geographical_feature national_capital Rome City capital provincial_capital comune company Adnkronos news_agency military army military_service first starting_point crisis emergency","9","2","0","140","21","0","1"
"Meno male che gli amici si vedono nel momento del bisogno. Se non ho bisogno in questo momento.. Meno_male bad friend buddy stock_character stereotype literary_character terminology Order_of_Canada theatrical_character perceive see time moment necessity need necessity need time moment","5","2","1","96","18","0","1"
"Ora altra violenta scossa #Mantova violent reflex shock gown mantua","2","2","0","34","5","1","1"
"#terremoto #mortacciTua nemmeno la notte si può avere pace in questa cavolo di vita?? geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography Romanesco Mortacci_tua even period night be_able_to order peace state crucifer cabbage vegetable taxon first_description_(of_a_taxon) flora region waist clothing abdomen","4","3","1","86","14","2","1"
"Una bella scossa, ma niente danni. #terremoto #bologna però strana sensazione. O_o beautiful reflex shock change damage geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography perception sensation Fiction-writing_mode","3","3","0","83","12","2","1"
"Un'altra fortissima scossa che sembra non finire mai .. reflex shock be look terminate complete","1","3","1","55","9","0","1"
"Aggiornamento @MeteoLIMET http://t.co/FlJYexKbLD La pioggia sta per arrivare a Genova. Meglio ripararsi #AlluvioneGenova change updating 45_giri La_pioggia/Zero_in_amore water rain precipitation weather stay arrive Humid_subtropical_climate Clima_di_Genova","4","6","0","120","16","1","1"
"Terremoto in Abruzzo: dall'Alto Adige pronta a partire una squadra di settanta operatori http://tinyurl.com/co3jad geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography earthquake 2009_L'Aquila_earthquake Italian_region Abruzzi_e_Molise Geographical_feature size tall river Adige ready leave social_unit team organization group military_unit Special_forces terminology military_service military","6","2","0","114","18","0","1"
"Per segnalare i danni del terremoto nel comune di #Carpi è attivo il numero 3346080829 communicate signal change damage geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography urban_area municipality administrative_division settlement Political_division active definite_quantity number Mathematical_object","5","2","0","87","14","1","1"
"#terremoto #Ferrara cazzo, non continua vero? geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography penis dick word noun insult language speak go_on true","2","3","0","45","6","2","1"
"altra scossa a #Milano di #terremoto... ed io che pensavo di tornare a letto reflex shock metropolis Milan City Chef-lieu comune municipality geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography think move return furniture bed bedroom_furniture","5","2","1","76","14","2","1"
"Ma qualcuno sa dove è stato l'epicentro?!  Ci sono danni a persone o cose?! #terremoto hold_out stand geographic_point epicenter change damage being person causal_agency subjectivism subject belongings things geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","3","4","2","87","15","1","1"
"E cmq, grazie #terremoto :spenta luce alle 2.40, svegliato alle 4.03 ... beauty cuteness geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography alter wake","4","3","0","72","13","1","1"
"#terremoto altra scossa anche a #Genova geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography reflex shock","3","1","0","39","6","2","1"
"#AlluvioneGenova - A Genova, sospese Imu, Tasi e Tari agli alluvionati(secoloXIX) fix hang kalua","7","2","0","81","11","1","1"
"I quotidiani online si svegliano ora e danno info sul #terremoto #sapevatelo #eraora press newspaper mass_media periodical publication communicate give message info geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","3","4","1","84","13","3","1"
"Ancora.... sciame sismico in questo momento... #terremoto event_(probability_theory) Earthquake_swarm time moment geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","2","1","0","57","7","1","1"
"Altra scossa proprio ora. #terremoto #mantova reflex shock geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","1","3","0","45","6","2","1"
"#terremoto altra scossa anche a Trento, ma più breve. geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography reflex shock more short","2","1","0","54","9","1","1"
"..Buongiorno a tutti..stamattina il mio pensiero va a tutte le vittime del terremoto in abbruzzo.. greeting good_morning farewell this_morning higher_cognitive_process thought mental_process show display unfortunate victim geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","5","1","1","98","16","0","1"
"boh provo ad andare a letto.. provo #terremoto experience experience leave go be attend go_to_bed_with furniture bed bedroom_furniture experience experience geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","1","2","0","46","8","1","1"
"#terremoto di nuovo... geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography new","0","1","0","22","3","1","1"
"A Ravenna ha tirato ancora,meno forte! Cuore in gola chi dorme più #terremoto displace draw forceful internal_organ heart organ terminology neck throat tubular_cavity band rest kip more geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","3","3","1","78","14","1","1"
"#terremoto continue piccole scosse di assestamento sentite anche a trento geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography little reflex shock tremor aftershock earthquake science Assestamento_forestale","3","2","0","73","10","1","1"
"A Firenze il terremoto si è sentito bene ma non sembra abbia provocato danni. Solo Paura. provincial_capital Florence metropolis City comune city_with_hundreds_of_thousands_of_inhabitants album Terremoto perceive feel better be look create arouse change damage emotion fear","4","3","1","90","15","0","1"
"Ancora... altra scossa di #terremoto avvertita a #Milano reflex shock geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography metropolis Milan City Chef-lieu comune municipality","3","1","0","56","8","2","1"
"Sembra che a Finale sia il disatro!!! #terremoto quality ultimate geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","2","3","0","48","8","1","1"
"#allertameteoLIG #AlluvioneGenova #autostrada A7 chiusa per frana tra  Genova-Bolzaneto e Busalla verso Milano http://t.co/JhrQQ9IN69 highway state_highway Public_space transport_infrastructure road developed_country National_Network state_highway Casablanca–Agadir_expressway road Expressways_of_China closed rock landslide soil slide natural_disaster flood Earth geology seismology disaster phenomenon risk Bergsturz historiography science comune Busalla metropolis Milan City Chef-lieu comune municipality","9","1","0","133","18","3","1"
"È arrivato l'ordine dall'alto: 'Attaccate'. E i giornalisti proni imbracciano i fucili. Come speculare su #AlluvioneGenova. #sciacalli arrive arrangement order descriptive_geometry high journalist correspondent profession hold gun firearm Ranged_weapon weapon jargon reason speculate mammal jackal canid taxon Common_name","7","4","0","135","18","2","1"
"Il terremoto? Ne succede sempre una... geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography be","1","1","2","38","6","0","1"
"Svegliarsi con una scossa di terremoto di 5.9 non e` bello. reflex shock geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography town Bello,_Antioquia Municipalities_of_Colombia municipality suburb","3","1","0","59","12","0","1"
"Stanotte non si dorme uffa! Ancora una scossa #terremoto rest kip reflex shock geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","3","2","1","56","9","1","1"
"Terremoto a bologna ...qua ha tremato tutto geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography earthquake Terremoto_di_Bologna_del_1929 tremble shiver","1","2","0","43","7","0","1"
"Scossa sismica nella provincia dell'Aquila: Una scossa di terremoto e stata avvertite in serata dalla popolazion.. http://tinyurl.com/dhe8sy reflex shock geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography province Roman_province tetrarchy standard Aquila_(Roman) reflex shock geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography party soiree","8","2","0","140","21","0","1"
"Terremoto: Uil, Raccolta Fondi Con Cgil e Cisl Ricostruzione l'Aquila: ASCA - Roma, 6 apr - ''La Uil, insieme a .. http://tinyurl.com/c8krb3 geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography gather harvest cause fund-raising_campaign face underside trade_union Italian_General_Confederation_of_Labour National_trade_union_center trade_union Italian_Confederation_of_Workers'_Trade_Unions association reconstruction rebuilding bird_of_prey eagle Common_name name news_agency Agenzia_stampa_cattolica_associata","12","0","0","140","23","0","1"
"Altra scossa a #bergamo. #terremoto reflex shock geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","2","2","0","35","5","2","1"
"#terremoto i vigili del fuoco ci hanno detto di tornare in casa #genova geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography police Vigiles firefighter department_of_local_government fire_department organization combustion fire oxidation mean move return building house home Structure residential_building","3","4","2","71","13","2","1"
"E giù un'altra scossa. :/ #terremoto down reflex shock geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","2","1","0","37","6","1","1"
"#terremoto altro assestamento avvertito in maniera decisa imp brat science Assestamento_forestale inform warn property manner method_(computer_programming) resolute","2","2","0","57","7","1","1"
"Altra scossa di assestamento #terremoto #padova reflex shock tremor aftershock earthquake science Assestamento_forestale geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography metropolis Padua City city_with_hundreds_of_thousands_of_inhabitants comune College_town","2","2","0","47","6","2","1"
"Altra scossa altra paura!!! reflex shock emotion fear","2","0","0","27","4","0","1"
"Altra scossa di #terremoto, avvertita in provincia di Treviso reflex shock geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography administrative_division province human_geographic_territorial_entity force province_of_Italy Province_of_Treviso City Treviso comune","4","1","0","61","9","1","1"
"alle 4 tutti giù in cortile c'è stato il terremoto... down area courtyard state_highway area be lie geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","2","1","1","55","10","0","1"
"Non riesco piú a dormire, ho paura che la casa mi crolli addosso D: #terremoto succeed rest kip emotion fear building house home Structure residential_building happening crash geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","5","4","2","79","15","1","1"
"Un altro scossone forte. Balla il letto di nuovo. Che notte. #Terremoto #vicenza strong bundle bale mouth read new goddess Nyx Greek_deity deity geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","5","2","0","80","13","2","1"
"Altra leggera scossa a Bergamo. Più breve e più leggera. #terremoto light reflex shock symbol plus_sign addition mathematics mathematical_notation minus_sign number plus_sign subtraction Räknesätt short more light geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","2","1","0","69","11","1","1"
"Terza scossa# terremoto reflex shock geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","1","1","0","23","3","0","1"
"#terremoto assestamento ora o sbaglio? geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography science Assestamento_forestale misstatement error","2","1","0","38","5","1","1"
"Ricordo cosa significa un #terremoto di quella forza, e stanotte l'ho sentito pure da qua. Abruzzesi non siete soli, siate forti. object souvenir stuff gizmo word candy_bar comic_book mean geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography physical_phenomenon force physical_quantity perceive hear either Abruzzesi star sun G-type_main-sequence_star strong","3","6","1","129","22","1","1"
"Terremoto :3 ancora per strada fuori casa #paura #terremoto geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography thoroughfare street architectural_structure state_highway building house home Structure residential_building emotion fear geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","4","2","0","59","9","2","1"
"Morta di sonno e di paura per il terremoto delle 4... change death biology faith being property process_(computing) event_(philosophy) philosophy physical_condition sleep emotion fear geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","3","1","0","53","11","0","1"
"#terremoto altra scossa!! #Belluno trema ancora! geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography reflex shock shake tremble","2","3","0","48","6","2","1"
"Balla di nuovo #terremoto bundle bale new geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","2","1","0","25","4","1","1"
"#terremoto di nuovo a Milano, più leggero album Terremoto new metropolis Milan City Chef-lieu comune municipality more light","1","1","0","42","7","1","1"
"#Terremoto #Bologna il lampadario continua a ballare!!! geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography metropolis Bologna comune College_town City speak go_on move dance","3","4","0","55","7","2","1"
"se non riuscite a pubblicare le vostre notizie sulla mappa http://meipi.org/terremoto.meipi.php ditemelo e vi aiuto #terremoto #earthquake succeed list post info news broadcasting communication representation map medium document document document document Group_representation assistance succor war aid economics aid_agency Działania law geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography single_(music) Earthquake_(Labrinth_song) song","4","5","1","138","22","2","1"
"Altra scossa, più leggera #terremoto reflex shock more light geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","2","1","0","37","5","1","1"
"#terremoto nuova scossa Mantova meno forte geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography new reflex shock gown mantua strong","2","1","0","42","6","1","1"
"@mattiademasi Stai bene? ti sei sentito il terremoto? basket bushel_basket better are perceive hear geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","2","2","1","53","8","0","1"
"Di nuovo altra scossa... Voglio dormire !!! new reflex shock rest kip","1","1","0","43","6","0","1"
"Forte scossa di terremoto nel nord Italia. PENA DI MORTEEEEEEE!!!!!!!!!!!!!1 building castle fortification architectural_engineering reflex shock geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography cardinal_compass_point north southwest northwest southeast noun northeast adjective adverb Geographical_feature Northern_Italy region European_country Italy nation country member_state_of_the_United_Nations member_state_of_the_Council_of_Europe social_state Member_state_of_the_European_Union Parliamentary_republic unitary_state","7","0","0","76","11","0","1"
"Un'altra scossa bella forte, ho capito va' rimango in macchina nel giardino di casa... reflex shock beautiful defence fort understand be remain motor_vehicle automobile plot garden landscape space building house home Structure residential_building","4","2","0","86","15","0","1"
"Un altra bella scossa.... Più breve...... considerable reflex shock symbol plus_sign addition mathematics mathematical_notation minus_sign number plus_sign subtraction Räknesätt short","1","0","0","42","6","0","1"
"altre 2 scosse #terremoto si sono sentite alle 5.03 ora locale #bassanodel grappa move shake geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography local booze schnapps alcoholic_beverage","4","3","1","81","14","2","1"
"Cazzo che terremoto penis dick word noun insult language geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","1","1","1","19","3","0","1"
"nn riesco a dormire! che notte!! #terremoto succeed rest kip period night geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","1","3","0","43","7","1","1"
"Seconda scossa.... #terremoto io i maya non li sfotto più #maya reflex shock geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography more","3","3","2","64","11","2","1"
"ANCORA DIOCANE! ORE 5.05 TERREMOTO ASSESTAMENTO! unit_of_time hour unit geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography science Assestamento_forestale","5","0","0","48","7","0","1"
"Questa è l'Italia che piace, solidarietà tra persone comuni. #AlluvioneGenova #Genova #Liguria http://t.co/GTJIeP5YAs like commonality solidarity being person causal_agency subjectivism subject common","7","5","2","119","16","3","1"
"Eccone un'altra più piccola... #terremoto #udine #fvg more little geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography City Udine comune autonomous_region_with_special_statute Friuli-Venezia_Giulia Italian_region","1","4","0","54","8","3","1"
"Mobbasta #terremoto #bologna. Altra scossa. geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography reflex shock","2","2","0","43","5","2","1"
"altra botta #terremoto e vai di liscio blow thwack geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography move","2","2","0","38","7","1","1"
"seconda lieve scossa di #terremoto.. sensazione orribile.. mild reflex shock geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography state feeling sense perception nominalization awful","3","0","0","58","7","1","1"
"è stato svegliato dal terremoto! hold_out stand alter wake geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","1","1","0","33","4","0","1"
"piano enorme di messa in sicurezza del territorio. milioni di posti di lavoro invece corriamo dietro ai parametri europei.#alluvionegenova structure storey building huge church_music Mass genre musical_work composition certainty self-confidence authority people nation country political_entity Political_division organization terminology Community_(Wales) large_integer million composite_number integer point place entity geographic_point workplace activity job labour Expressão_idiomática hypothesis instead hurry run address parameter value variable","9","1","0","138","20","0","1"
"E si continua a tremare.... #terremoto # padova speak go_on tremble shiver geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography metropolis Padua City city_with_hundreds_of_thousands_of_inhabitants comune College_town","0","4","1","47","7","2","1"
"Allora dimmelo se vuoi che non vada più a letto. #terremoto want leave go again furniture bed bedroom_furniture geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","2","3","0","60","11","1","1"
"#terremoto altra scossa ora a genova geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography reflex shock","2","1","0","36","6","1","1"
"ore 5.04 scossa leggera di assestamento a venezia #terremoto unit_of_time hour unit reflex shock light science Assestamento_forestale geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","4","1","0","60","10","1","1"
"Buongiorno a tutti...speriamo che questo terremoto non abbia fatto danni! greeting good_morning farewell wish desire geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography turn get change damage","3","2","1","73","11","0","1"
"Non riesco a dormire col panico di questo #terremoto .. #Aiuto succeed rest kip geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography assistance succor war aid economics aid_agency Działania law","3","3","1","62","10","2","1"
"altra scossa.. notte tellurica reflex shock period night","2","0","0","30","4","0","1"
"MERDA MERDA MERDA C'É STATA UN'ALTRA SCOSSA, MA STA VOLTA PIU' LEGGERA. feces shit swearword word feces shit swearword word feces shit swearword word reflex shock album Leggera","12","0","0","72","13","0","1"
"Forte scossa di #terremoto nel Nord Italia. L'epicentro su Twitter. defence fort reflex shock geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography cardinal_compass_point north southwest northwest southeast noun northeast adjective adverb Geographical_feature Northern_Italy region European_country Italy nation country member_state_of_the_United_Nations member_state_of_the_Council_of_Europe social_state Member_state_of_the_European_Union Parliamentary_republic unitary_state microblogging Twitter Social_networking_service","6","1","0","67","11","1","1"
"Al settimo piano nessuna crepa#terremoto #bologna” structure storey building","3","0","0","52","7","1","1"
"Approva le parole di Napolitano agli abruzzesi: 'Gli italiani vi sono vicini' #terremoto #abruzzo language word language_unit acoustic_wave morpheme Portuguese linguistics dictionary_entry set chemical_element Abruzzesi Romance Italian language pro-drop_language close geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","5","4","1","97","14","2","1"
"è vicina alle vittime del terremoto in Abruzzo... close unfortunate victim geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography earthquake 2009_L'Aquila_earthquake Italian_region Abruzzi_e_Molise Geographical_feature","4","1","0","50","7","0","1"
"Al 7o piano si balla di brutto! #terremoto #Modena structure storey building move dance geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","4","4","1","50","9","2","1"
"Terremoto in Abruzzo, un tecnico l'aveva previsto. E non è stato ascoltato geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography earthquake 2009_L'Aquila_earthquake Italian_region Abruzzi_e_Molise Geographical_feature worthiness roadworthiness property_right predict forecast hold_out stand obey heed","3","2","0","75","12","0","1"
"Di nuovo. Piu lieve. A ogni scossa il gallo comincia a cantare. #terremoto #cremona new mild reflex shock chicken rooster stud chicken begin mouth sing geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","3","5","0","83","14","2","1"
"Piccola scossa proprio ora taxon Piccola reflex shock","1","0","0","26","4","0","1"
"svegliato da nuova scossa di assestamento #terremoto alter wake new reflex shock tremor aftershock earthquake science Assestamento_forestale geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography","2","2","0","52","7","1","1"
"#terremoto in qualche zona ci sono danni/crolli? geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography anatomical_structure zona","3","2","1","48","8","1","1"
