@relation train

@attribute Document string
@attribute NumberOfNouns numeric
@attribute NumberOfVerbs numeric
@attribute NumberOfPronouns numeric
@attribute TweetLength numeric
@attribute NumberOfWords numeric
@attribute NumberOfHashTag numeric
@attribute Class {1, 0}

@data
"Terremoto: Franceschini dichiara ''.","2","1","0","36","3","0","0"
"poca voglia di parlare d'altro che non sia il terremoto. E sul terremoto non c'è neanche molto da dire...","4","4","0","106","20","0","0"
"Il terremoto era stato annunciato da Giampaolo Giuliani http://tinyurl.com/csotz2","3","1","0","81","12","0","0"
"@michelegera: Dovresti preoccuparti di più di Via Francia che del terremoto ;)","4","1","1","79","11","0","0"
"con tutti i problemi che ha causato il terremoto, c'è chi si lamenta della connettività internet. Ma vaffanculo vah.","4","3","4","118","19","0","0"
"buon lunedì a tutti... ieri i gatti erano nervosetti ...avranno 'sentito' un po' il terremoto...? un pensiero ...","5","3","1","114","17","0","0"
"Terremoto: «l'allarmismo» di Giuliani http://ff.im/1WIn6","4","0","0","58","9","0","0"
"Liked 'Va bene che è difficile prevedere un terremoto, ma Bertolaso che ha definito idiota uno scienziato deve...' http://ff.im/1WFhr","4","5","1","134","21","0","0"
"Apprendo da voi del terremoto... 0_o ...","1","2","1","40","6","0","0"
"aggiornamento #terremoto #L'Aquila: ieri vinceva il Web 2.0 ora perdiamo tutti http://tr.im/iidz","3","4","1","96","17","2","0"
"Sará che aveva molto sonno, ma non ha sentito nessun terremoto.","2","3","1","64","11","0","0"
"legge del terremoto. la settimana inizia malissmo per tutti...","3","2","1","62","9","0","0"
"#earthquake #japan: pare che anche in Giappone ci sia stato un terremoto di magnitudine 6: http://www.iris.edu/seismon/","4","3","1","119","20","2","0"
"caspita, il terremoto... qui al Nuorth non abbiamo sentito nulla, spero che voi tutti del centro/sud stiate bene! :(","5","2","3","116","19","0","0"
"@sharealittle sono stato traumatizzato dal #terremoto dell'Irpinia nel 1980 e l'argomento #earthquake mi turba un po'. Ero piccino.","3","7","1","131","20","2","0"
"@nikky83 Il tuo messaggio sul terremoto Italia è stato caratterizzato a @breakingtweets http://bit.ly/Bxit7","4","1","0","108","15","0","0"
"insieme al terremoto arriva un urlo...MoOoOoollettoneEeeEeeEE","2","2","0","61","7","0","0"
"terremoto? Dove?","1","0","0","16","2","0","0"
"Meno male mi son sbagliata sul GF, terremoto dell'anno sbagliato","2","2","1","64","11","0","0"
"@RoldanoDePersio il terremoto deve aver sballotato anche Google: un mio concorrente è sparito dalla SERP! :)","5","2","0","109","14","0","0"
"sirene sotto casa, vigili del fuoco","3","1","0","35","6","0","0"
"il terremoto può più di Brunetta.. tutti a lavorà!","3","0","2","53","9","0","0"
"Controlla la traccia sismica online della sua Uni per vedere la scossa su di un grafico","5","3","0","87","16","0","0"
"Credeva che quell'effetto fosse dovuto alla visione di HBK vs. Taker, mentre era il terremoto. Crazy.","5","3","0","101","17","0","0"
"Diecimila euro di risarcimento perchè danneggiati dal fumo del bar: Fonte: Info-legalIl danno esistenziale fa an.. http://tinyurl.com/cscyyr","8","3","0","141","21","0","0"
"quando aggiorno il blgo..lo faccio sempre con delle stronzate immani!evviva...si però ora penso fisso al terremoto.cazzi","2","3","3","121","20","0","0"
"Milano, nessun incidente per convegno blindato http://www.cronaca24.org/Cronaca/milano-nessun-incidente-per-convegno-blindato/","3","1","0","126","17","0","0"
"Il terremoto su Twitter: http://tinyurl.com/c73n4w","2","0","0","50","8","0","0"
"sorride pensando ai twitti che durante il terremoto pensavano a twittare piuttosto che pararsi le chiappe ;)","4","5","0","108","16","0","0"
"Internet/ Svezia, crolla traffico web,-40% dopo stretta pirateria - Curiosità: 4 voti ok | postato 21 minuti fa.. http://tinyurl.com/c85w8g","9","1","0","140","21","0","0"
"non ha sentito il terremoto.","1","1","0","28","5","0","0"
"@SisterOfHeresy infatti! siamo vicine, la cosa può tornare utile, magari troverai qualke glyphics lasciato da me in giro. sentita la scossa?","3","5","1","141","21","0","0"
"@Blusfumato terremoto? oO sentito nulla di nulla Oo","2","2","3","51","8","0","0"
"tranquilli... il terremoto e' stato quando ho scoreggiato nel divano guardando la tv","4","3","0","84","13","0","0"
"Ok: c'è stato il terremoto, ma io non l'ho sentito.","2","2","1","52","11","0","0"
"voleva sentire il terremoto","1","1","0","27","4","0","0"
"Al solito il web2.0 vince sulle vetuste redazioni italiane: la notizia del terremoto la danno prima Twitter,... http://ff.im/1Whcp","8","3","0","130","22","0","0"
"Terremoto? Stavo guardando il Milan ed ero già abbastanza scosso di mio. Sentito niente.","2","4","2","89","14","0","0"
"Apprende via FB che c'è stato il terremoto. I giornali ci arrivano con calma, i social network sono i migliori.","6","4","2","112","20","0","0"
"A che cacchio servono ormai i giornali? Repubblica aspetta ancora il lancio di agenzia sul terremoto.","6","2","0","101","16","0","0"
"non capisco se han fatto più clamore i vicini a bussare alla porta o il terremoto stesso","4","3","0","89","17","0","0"
"terremoto a Firenze!","2","0","0","20","3","0","0"
"Sciatore precipita in un dirupo e muore: Fonte: Corriere della SeraTRENTO - Ancora un'incidente mortale in monta.. http://tinyurl.com/dgnwgd","6","3","0","140","21","0","0"
"Il traffico internet crolla del 33% in Svezia dopo l’approvazione delle norme contro la pirateria http://www.cronaca24.org/Tecnologia/il ...","7","0","1","142","22","0","0"
"15 Sparatoria a Pittsburg: tre poliziotti morti: L'uomo si è arreso dopo aver aperto il fuoco sugli agenti che.. http://tinyurl.com/cqt7u9","8","2","2","139","23","0","0"
"Giallo Garlasco - morte Chiara Poggi, chiesti 10 milioni di euro di risarcimento http://www.cronaca24.org/Cronaca/giallo-garlasco---mort ...","9","1","0","140","20","0","0"
"Fiat: Domato Incendio In Filiale Vendita Palermo, Un Ferito Lieve http://www.cronaca24.org/Cronaca/fiat-domato-incendio-in-filiale-vendi ...","8","1","0","140","21","0","0"
"Alluvione Sardegna 2013, video. Oggi ancora piogge: a Bonorva scuole chiuse http://t.co/oyoFWGinvy #ForzaSardegna #allertameteoSAR #maltempo","8","2","0","140","18","3","1"
"Si festeggia il 2 giugno ma si aumenta la benzina??? http://t.co/PeaWFnFt #terremoto #benzina #no2giugno","3","6","3","104","17","3","0"
"RT @Microsatira: Nuova accisa di 2 centesimi sulla #benzina. Monti: «Con un #terremoto al mese assesto i conti».","10","2","0","114","18","2","0"
"RT @Commentaweb: #Terremoto alla maturità solo esami orali http://t.co/mWYoWVbV","4","2","0","80","12","1","0"
"RT @MediasetTgcom24: #Modena, allarme bomba in centro, nella via dove si trovano gli uffici giudiziari http://t.co/be5OLOdi","7","3","1","123","19","1","0"
"RT @laccio: #sardegna 19/11/2013 #nocomment #allertameteosar utente instagram marcoshog http://t.co/KGVTnCRyk7","4","3","0","110","15","3","0"
"RT @insidER_ricerca: Studio le rocce del #terremoto passato per capire il presente. Intervista a Francesca Remitti, geologa: http://t.co ...","7","3","0","140","20","1","0"
"Bangladesh, le vittime del crollo del Rana Plaza ricattate dai datori di lavoro - Corriere.it http://t.co/NhvoDzwc3O via @Corriereit","10","3","0","132","21","0","1"
"Maltempo in Sardegna: alluvione nell'Oristano  L'acuta fase di maltempo a causato allagamenti e anche un morto in... http://t.co/vuBaglbMN4","8","3","0","139","23","0","1"
"RT @ansa_live: Terremoto in Guatemala: almeno 48 morti, 23 i dispersi: Presidente, bilancio potrebbe aggravarsi http://t.co/0hTFhXPv","8","0","0","132","19","0","1"
"RT @frafacchinetti: C'è stata un'altra scossa?#Terremoto","1","3","0","57","8","0","1"
"RT @PCFonteno: Numeri emergenza #Olbia : 0789/69502; 0789/52020; 366/6617681 #allertameteoSAR #Sardegna #EmergenzaSardegna http://t.co/C8mg…","7","4","0","142","18","4","1"
"#terremoto e' per caso caduto il governo? #sischerza","3","3","0","52","8","2","0"
"#Sardegna tre poliziotti salvano donna da voragine estratta viva da auto  http://t.co/YHbmWBlRa0 via @Agenzia_Italia","7","2","0","116","17","1","0"
"#Sardegna. Quel disastro del Bilancio pubblico regionale http://t.co/pr4kB7dp4B","3","2","0","79","11","1","0"
"I Giovani Democratici di Trepuzzi si uniscono alla tragedia dell'alluvione in Sardegna. Tematiche da trattare,... http://t.co/lkjeVXqQZV","6","4","1","136","20","0","1"
"RT @rep_bologna: Terremoto, un morto a Modena operai sotto le macerie a San Felice - Bologna - Repubblica.it http://t.co/a10C9anf","11","1","0","129","21","0","1"
"RT @JustElisabetta: #instacollage #family @Gio_BIP , Luigi , Giulio , #summermemories #Sardegna http://t.co/Ao3v1JI34C","5","5","0","118","13","4","0"
"RT @fattoquotidiano: #Sardegna Letta: “20 milioni per la Sardegna. Poi allentamento patto Stabilità” http://t.co/8q14QYMZDO (VIDEO)","10","1","0","136","18","1","1"
"RT @pbersani: #direzionepd Il Pd è a disposizione per portare aiuti concreti nelle zone colpite dal #Terremoto","7","4","0","111","16","2","1"
"RT @3BMeteo: Dopo la #Sardegna forti piogge e temporali possibili su: Lazio, Campania, Sicilia, poi anche su Calabria specie Ionica e Salen…","12","0","0","142","22","1","1"
"Giorgio Palmucci, #Aica sulla #Sardegna: 'Siamo al lavoro per l'estate' http://t.co/ew8Qnxzg8x","5","3","0","94","15","2","0"
"Wifi gratis e senza password: WiFe (Ferrara), Iperbole (Bologna), Goomobile (Bondeno) #terremoto RT @carmelitadurso @alfosignorini","10","2","0","130","15","1","1"
"“@VeroHastadala: Scossa.Così,per non perdere l'abitudine a iniziare bene la giornata. #terremoto”","2","3","0","102","14","1","1"
"RT @frankowolf1: #terremoto a disposizione gratuita camere Hotel Porting Campagnola (ReggioEmilia) tel 052275484/3923556690 RT @agorarai ...","8","1","0","140","16","1","1"
"#terremoto #Ferrara avvertita distintamente nuova scossa, più breve","2","3","0","68","8","2","1"
"#Letta fa una comparsata in #Sardegna e poi scappa via per salvare il culo alla #Cancellieri...lo Stato Italiano è tutto in questa immagine.","7","6","1","141","23","3","0"
"RT @tiscalinotizie: Sardegna, Napolitano addolorato e commosso: solidarietà alla #Sardegna http://t.co/tl93Q1pum6 #AllertameteoSAR #ForzaSa…","8","4","0","143","16","3","1"
"RT @BlitzQuotidiano: #Terremoto in #Emilia, danni alle aziende biomediche: forniture a rischio - http://t.co/ZCIscSoJ","9","2","0","117","16","2","1"
"Strage in #Bangladesh: lavoravano 12ore al giorno a 1€ per aziende di abbigliamento occidentali. Ma esportiamo civiltà o miseria? #vergogna","10","2","0","142","20","2","0"
"lutto nazionale per la morte degli immigrati e quando si parla di #sardegna c'è la pausa per lo speciale di Renzi vincitore #tristerealtà","9","4","1","139","23","2","0"
"RT @amnestyitalia: #Guatemala: “Le ossa raccontano una storia” http://t.co/MxAZt9zJ #antropologia #giustizia @personedignita","5","5","0","128","15","3","0"
"RT @TrivelaK: Oltre la #Sardegna, anche la mia #Calabria mostra le sue crepe strutturali dalle prime piogge.Nella zona di Catanzaro http://…","11","2","1","142","22","2","0"
"RT @SkyTG24: Il bilancio del maltempo in #Sardegna sale a 16 morti e un disperso. Tutti gli aggiornamenti: http://t.co/8rwW5xsIOG","8","1","0","129","22","1","1"
"RT @Lolla_____: Il ricavato delle votazioni di #XF7 verrà devoluto alle popolazioni colpite dall'alluvione in #sardegna Grazie #XFactor","10","4","1","136","19","3","1"
"09.44 (11.44 hr chilena) Terremoto en Costa Rica 7.9, se descartò tsumani para centroamerica","5","1","0","93","17","0","1"
"RT @dimarcog: La Regione #Sardegna mette a disposizione #avvocati un proprio punto di accesso gratuito per il Processo civile telematico @r…","7","4","1","142","21","2","0"
"RT @ItalianPolitics: RT @corrado59: “@PatriziaVaier: #Rai VERGOGNA http://t.co/dUGsYevZA2”. #Sardegna, tutta da leggere.","6","4","1","124","15","2","0"
"RT @antoniosgobba: «È materia delicata, quella dei ricordi». San Felice, le foto magiche per ricominciare  http://t.co/Rl2otlmT di Nicol ...","7","2","1","143","20","0","0"
"Per favore ragazzi, smettiamo di scrivere bischerate... oggi lasciamo spazio ai tweet di informazione! #Terremoto","6","5","1","113","15","1","1"
"RT @ChivasseraCampe: RT Si le vas a #México Fav si le vas a #CostaRica","8","0","2","71","15","2","0"
"RT @anonimoconiglio: Se Stefano Venturi avesse fatto una battuta razzista anziché scherzare sul #terremoto sarebbe stato costretto a dim ...","5","5","0","141","19","1","0"
"RT @regionepiemonte: #terremoto Emilia: un aiuto da Mude Piemonte - Modello Unico digitale per l’Edilizia http://t.co/IIjGggVv @RegioneE ...","9","1","0","142","20","1","0"
"l'aris anca fiache'... #terremoto #nonèunanovità","2","2","0","50","7","2","0"
": Alluvione in Sardegna, il ministro Orlando: Protezione civile avvisò che vittime erano possibili http://t.co/dqswv9g1cW","7","2","0","122","17","0","1"
"RT @alfoadd: Sono un po' scosso. #terremoto","3","2","0","43","7","1","1"
"RT @MeteoWeb_eu: Alluvione in Sardegna, recuperato il cadavere di un poliziotto: almeno 10 tra morti e dispersi: E’ morto uno d... http://t…","8","2","1","144","23","0","1"
"@Polliandre assolutamente! Festeggeremo alla grande!! Ma tu sei a Milano? hai sentito il #terremoto ?!","3","5","1","102","14","1","0"
"RT @SardegnaSugg: Alghero (SS) - scatto di Paolo Calaresu http://t.co/v1SjnCv00J #sardegna #fotografia http://t.co/XBNL9WAusX","8","2","0","125","18","2","0"
"@buytourism Vedremo di organizzarci con un bel souvenir dalla #Sardegna per #bto2013 #itisme","4","4","1","92","13","3","0"
"RT @INGVterremoti: #terremoto Ml:2.4 2012-09-05 00:46:47 UTC Lat=39.88 Lon=16.02 Prof=8.9Km Prov=POTENZA,COSENZA","7","2","0","112","25","1","0"
"@lddio non è che potresti non far succedere più niente? Sai, ho una certa paura io qui da sola.. #Terremoto","4","6","2","109","19","1","1"
"RT @manuvegha: Forte scossa! #Bastiglia #Terremoto #Modena @gazzettamodena @enrico_grazioli","7","3","0","91","9","3","1"
"Solo un numero 45500. #aiuti #terremoto","2","2","0","39","6","2","1"
"RT @MediasetTgcom24: #Terremoto: in #Emilia un morto e 4 feriti gravi, in corso verifiche in tutta la zona: si temono altre vittime sott ...","9","2","2","140","23","2","1"
"Terremoto de magnitud 7,6 sacude Costa Rica  http://t.co/dGZ5i0G5","4","1","0","65","12","0","1"
"@EnricoLetta  @LUIGIPROIETTI5 @JongSecco  e allora per la #Sardegna  Ma cavolo siete buoni solo a politicazzare....!! Agite!!!","4","4","0","126","16","1","1"
"Forte terremoto atinge a Costa Rica e gera alerta de tsunami http://t.co/dWyp7cVG","6","1","0","81","15","0","1"
"RT @gazzettamodena: #TERREMOTO #MODENA anche domani scuole chiuse nel capoluogo #MODENA","6","3","0","87","11","3","1"
"RT @HuffPostItalia: #allertameteoSAR: Ancora allerta per temporali e venti di burrasca sulla #Sardegna http://t.co/SRLrOpMamb","6","4","0","125","17","2","1"
"Gabrielliè stata una piena millenaria Ma diamoci un taglio a queste eresie, suvvia, si pensi ad aiutare la popolazione piuttosto #sardegna","5","5","1","139","21","1","0"
"Concorso di idee riservato alle scuole del Marghine: Raccontiamo i segni identitari del Marghine: Il... http://t.co/lcCG5VhnrN #sardegna","8","3","0","136","20","1","0"
"RT @squerit_ita: @martamacbeal @martamacbeal @segnaliamoilraz i vostri tweet sul #Bangladesh sono stati citati qui http://t.co/wWc5hTczt8","5","3","0","137","18","1","0"
"RT @danielecina: Se ho infastidito qualcuno con i tweet sulla #sardegna, me ne dispiaccio, ma a volte bisogna rendere utile anche Twitter.","6","5","3","138","22","1","0"
"RT @sattamelissa: Buongiorno #italia buongiorno #Sardegna good morning #world #unpensieropertutti","8","3","0","97","10","4","0"
"RT @Corriereit: #terremoto, dopo Emilia, Friuli: scossa magnitudo 4.5 tra Belluno e Pordenone, epicentro a Barcis. E 2 scosse in Emilia  ...","11","2","0","140","22","1","1"
"Giovedì sarà lutto nazionale per le vittime dell'alluvione in #Sardegna.Così qualcuno la smette di dire che ci si dimentica degli #italiani.","8","3","4","143","23","2","1"
"RT @Rainews24: Ateneo di #LAquila primo in #Abruzzo http://t.co/M7ixaUtj #universita #istruzione #terremoto","9","3","0","107","15","5","0"
"@alexneridj @RengaOfficial @LoCocoAntonella @coccodj @RADIOBRUNO1 @GioPanariello@frafacchinetti @CremoniniCesare45500 #terremoto fai girare","6","4","0","139","11","1","0"
"#Sardegna Ma #Briatore è la notizia più importante della giornata? @repubblicait @Corriereit @fattoquotidiano @Il_Cicalino","4","6","1","124","13","2","0"
"http://t.co/3Y6CVXqRq5 @ugocappellacci @renatosoru #Sardegna #sardegnaciclone  #allertameteoSAR #pprsardegna","2","4","0","108","10","4","1"
"tv pubblica di merda!   #Sardegna","3","1","0","33","5","1","0"
"Smentito dall'#avis il bisogno di donazioni sangue a #modena. Organi di informazione, per favore, cercate di essere precisi alla prima.","7","6","0","135","21","1","0"
"MODENA e il terremoto: salvati pulcini di piccione dalle macerie http://t.co/3fSY2tpG","5","2","0","85","14","0","1"
"RT @wikipibi: #Omofobia in #Sardegna, coppia gay picchiata finisce in ospedale http://t.co/WiW2DEjlN5","7","3","1","101","15","2","0"
"RT @EliaMonti: Tutte le informazioni sul #terremoto racchiuse in un unico link: numeri tel, wifi,... RT http://t.co/qRbQTrMb @matteograndi","7","2","0","138","21","1","1"
"RT @CriticoCinema: #URGENTE !!!  #SARDEGNA #ALLERTAMETEOSAR  Fate girare, girare, girare! http://t.co/OBiIFydvud","5","8","0","112","13","3","1"
"RT @Louis_solos: @GiorgiaOfficial @AmorosoOF @officialpausini @mengonimarco  contributo #rt #allertameteoSAR #Sardegna #ForzaSardegna http:…","6","5","1","142","12","4","0"
"RT @welikechopin: un'isola di sogno? un miraggio? @makkox per la #sardegna #gazebo http://t.co/C5n3062VWw","5","2","1","105","17","2","0"
"RT @ZaniniGermano: #Forgreen LIfe.Il mio plauso a Bernhard SCHOLZ presidente#CDO.Al centro delle#imprese moderne?La PASSIONE delle PERSO ...","9","3","0","140","21","1","0"
"#45500 #Sardegna http://t.co/WvKkORrRd6","2","2","0","39","6","2","0"
"Per tutti i disgustati da Groupon sulla sparata #SantoDomingo dopo il #terremoto è possibile disiscriversi al numero verde 8004768766.","6","5","0","135","18","2","0"
"RT @ilpost: Le foto dalla Sardegna, una settimana dopo l'alluvione (e qualche aggiornamento) http://t.co/XoC6hCe1on http://t.co/y75xBTYivh","7","0","0","138","22","0","1"
"#Sardegna 50 anni di lavoro persi cosi #serviziopubblico","4","1","0","56","8","2","0"
"RT @AlessandraRaina: Magari servirà a poco ma ora siamo tutti una famiglia! Per i Tributi della #Sardegna @LegaTributes @HungerGamesIta htt…","4","4","1","143","20","1","1"
"http://t.co/1q1q3kmAKE #sardegna #fotografia http://t.co/vMIgzvWy6R","4","1","0","67","10","2","0"
"#Bangladesh: palazzo crollato, 4 arresti. Bilancio sale a 337 morti http://t.co/7efmwC3Ubn","5","3","0","90","14","1","1"
"RT @fattoquotidiano: #ServizioPubblico 'Noi parliamo, ma la cementificazione va avanti così in #Sardegna' GUARDA: http://t.co/GaIMUcYuwh","7","3","1","137","18","2","0"
"RT @ValentinaSacco2: @NicoSavi perfavore RT questo messaggio #terremoto a tutti i cittadini dei territori colpiti liberare le wifi UNICO ...","9","3","0","140","19","1","1"
"RT @Marghe_cantiere: La #sardegna frana,#laquila è in macerie,la #terradeifuochi muore?Dobbiamo fare tav!Altrimenti gli amici del #Pd come …","6","6","3","143","20","3","0"
"RT @8nedu2: E anche oggi, faranno tante promesse sulla #Sardegna e li lasceranno soli nei loro problemi,  come gli Aquilani, i Marchigiani …","7","4","1","142","22","1","1"
"Arriva prima su #twitter che da altri parti la notizia del #terremoto. Che scorlo cio'!!","2","5","1","88","15","2","1"
"RT @RedazioneWebAL: #Terremoto, Costi (Pd): tanto fatto, tanto da fare, l'importante per chi abita nel cratere è non sentirsi mai ostac ...","5","6","1","140","21","1","0"
"RT @nextodrew: è morto un bimbo di 8 anni mentre aspettava di abbracciare suo padre al traguardo. #PrayForBoston","6","4","0","113","17","1","0"
"RT @nonleggerlo: Come si fa a rifugiarsi in uno scantinato?. E ora: dovevano salire &gt; http://t.co/b0wXt2ql7h #sardegna","5","3","2","121","20","1","1"
"RT @DeBortoliF: #sardegna,con il Tg di Mentana, il Corriere della Sera avvia una raccolta di fondi con l'iniziativa Un aiuto subito.","8","4","0","132","23","1","1"
"questa è l'impressionante immagine della torre di Finale Emilia... http://t.co/vlY6I3c8 #terremoto","4","3","1","99","14","1","1"
"il ministro #Mauro si recherà in #Sardegna, confermata anche la visita del premier #Letta (#allertameteoSAR)","7","4","1","109","15","3","1"
"RT @INGVterremoti: #terremoto Ml:2.9 2012-09-07 15:10:07 UTC Lat=39.89 Lon=16.02 Prof=8.4Km Prov=POTENZA,COSENZA","8","1","0","112","25","1","0"
"#noallaviolenzasulledonne Gli appuntamenti a #Cagliari #violenzasulledonne #sardegna http://t.co/SsOoHMcYIV","3","6","0","107","11","4","0"
"RT @Emergenza24: [19.11-00:30] #Sardegna +++LE ISTRUZIONI PER APRIRE IL WIFI+++ http://t.co/JNgrnaXio4 #allertameteoSAR #emergenza24","5","3","0","132","19","3","1"
"RT @mjguel2: Alluvione Sardegna: Il sindaco di Olbia aveva informato politici e prefetto del pericolo. Ecco le carte  http://t.co/L0G3A2KVfW","9","2","0","140","22","0","1"
"#terremoto #Attualita - TERREMOTO IN EMILIA:TRE MESI DOPO.. (myazaky) http://t.co/eWmqlLmn #sismografo","10","2","0","102","14","3","0"
"Argonauti risalirono il fiume, il corpo di Fetonte bruciava, emanava vapore nauseabondo, soffocava e uccideva gli uccelli #terremoto","6","7","0","132","18","1","0"
"Alluvione Sardegna, quando la solidarietà pecca di eccesso: /Edicola/Ultime-notizie/27-11-2013-23-30-38 http://t.co/R73gyJxtZ9","6","1","0","127","21","0","1"
"Mi son resa conto ora che sto leggendo un libro di Pederiali, nato a Finale Emilia. E la trama si svolge nei paesi del #terremoto nel '44.","9","5","2","138","27","1","0"
"RT @ermes1975: Emilia Romagna, inagibile il 55% degli edifici culturali http://t.co/4rYrFovo #terremoto","5","1","0","103","15","1","0"
"RT @Internazionale: Tutti i luoghi colpiti dall'alluvione in Sardegna. http://t.co/VJD1UGczpl http://t.co/n5PrilwTrS","6","1","0","116","18","0","1"
"@welikechopin #gazebo non dimenticatevi di noi !! #ForzaSardegna #Sardegna","3","2","1","74","8","3","1"
"RT @monicafrassoni: #Sardegna Mi sono un po' scocciata di questa colpa eterna dei politici: ma chi vota quelli che fanno i condoni? @GreenI…","8","5","4","142","23","1","0"
"RT @hutterdesign: Cala Soraya, la nostra spiaggia preferita a Spargi, arcipelago di La Maddalena,  #Sardegna. http://t.co/X1rWBvLzig RT via…","9","3","0","142","21","1","1"
"Con il dovuto rispetto, a me, le donazioni a mezzo sms per catastrofi di ogni genere, sono sempre parse una colossale fregatura.#Sardegna","5","2","1","137","23","0","1"
"#TERREMOTO da stamattina alle 9 ci sono state 130 scosse, 64 sopra forza 3 di magnitudo http://t.co/o4XgXJpU @retwitto_tutti @SpazioTweet","6","2","1","137","22","1","1"
"RT @catrux: Benedetto XVI Grande dolore. Parla delle sue nuove ciabattine Prada che gli stringono il durone. #terremoto","7","3","2","119","18","1","0"
"MT @simonecortesi La #Sardegna autorizza #osm ad uso e importazione del SIT Regionale :) @OpenStreetMapIt http://t.co/2MUP9dCS6K @open_ric","10","3","0","138","19","2","0"
"RT @Discovery2Radio: La #Sardegna in ginocchio a causa del ciclone, sono 17 i morti confermati... Articoli e #video http://t.co/q4uUWEhau1 …","9","3","1","142","22","2","1"
"@danielecina: B&amp;B, 10 posti letto offerti gratuitamente in via D'Annunzio 92. Tel. 331.2095889 #Olbia #Sardegna #allertameteoSAR","7","4","0","132","20","3","1"
"Terremoto de magnitud 7,9 sacude Costa Rica http://t.co/mayyIaLg","4","2","0","64","12","0","1"
"è poi giusto limitare il numero giornaliero di Tweet, specie in un momento come questo? --- #terremoto - @TwitItalia @___TTT @RedRonnieRoxy","4","4","1","140","18","1","0"
"RT @VodafoneIT: Invia un SMS al numero 45500: donerai 2€ alla Protezione Civile per far fronte all’emergenza #terremoto in Emilia http:/ ...","7","4","0","144","22","1","1"
"#fotoricordo #mamma #sassari #sardinia ? http://t.co/CDL5j3ayIF","2","4","0","66","8","4","0"
"Porca puttana scene pazzesche nell'Emilia! #terremoto","2","1","0","53","7","1","1"
"Parole accazzo: http://t.co/ufkDQygsxR #LaraComi #Sardegna","4","2","0","58","8","2","0"
"FOTO - Michela Murgia, il vestito del Campiello venduto all'asta per 1.250 euro http://t.co/kOujz8DlhK #sardegna http://t.co/KqPvU72Cmo","7","3","0","135","23","1","0"
"Hei raga, questa sera Emergency è all'Aquila sui luoghi del #terremoto vediamoli insieme  http://t.co/qy0ZHSMv via @laweb_tv","6","3","0","125","19","1","0"
"“@rep_parma: Terremoto, nuova forte scossa avvertita in tutto il nord Italia   - Parma - Repubblica.it http://t.co/dVJ8i7Bv”","8","1","0","128","18","0","1"
"#Emergenzacanili #Sardegna http://t.co/QCFRc34cQR","2","3","0","49","6","2","0"
"“@AtletidItalia: Vogliamo lo #sportalleelementari. Se la pensi come noi, RT pls. Grazie” anche a #sanfelice e in tutti i comuni della Bassa!","6","3","3","144","22","2","0"
"RT @Tempi_it: #Sardegna, alluvione. Intervista al direttore di Radio Barbagia http://t.co/0HHNn1qsnk #Nuoro #nuorese","9","1","0","116","16","3","1"
"Terremoto mi vuoi lasciar dormire sì o no? #terremoto","1","3","1","54","9","1","1"
"@Fabrixfragile beh si è comportato come neanche il più odiato dei Savoia si comportò con la #Sardegna","4","3","2","104","16","1","0"
"#Italia.#Terremoto.#Operaio muore sotto macerie del #sisma. Il padre: “Per #Inail vale 1900 €, ricorso” http://t.co/EAa0DKZq","8","5","0","130","19","3","0"
"RT @PLANETHOTEL_NET: .@annamasera Per chi è stato danneggiato dal #terremoto bisognoso di ospitalita', l'Hotel Diana di RA e' a disposiz ...","7","2","1","141","20","1","1"
"La #Sardegna non è separata dal continente solo per il mare, ma dall'ignavia dei politici che non l'hanno considerata importante","5","2","1","129","21","1","0"
"#terremoto emiliano. Piadina con la scossadella.","1","3","0","48","6","1","0"
"@informaturismo1 Parlerete di San Felice Circeo?","4","1","0","48","6","0","0"
"RT @marilena3: Ho tanti grandi amici a Olbia, quello che sta succedendo è assurdo!amo quella terra,spero finisca tutto in fretta!❤️#Sardegna","7","6","3","145","22","0","1"
"RT @RegioneER: #terremoto, finanziate 128 opere per una spesa di quasi 5 milioni di euro con l'ordinanza n. 37 del 10 settembre 2012  ht ...","9","1","1","140","25","1","0"
"#berlin per il progetto di promozione turistica #myland #sardinia http://t.co/XD7NRTjRWH","3","3","0","88","13","3","0"
"RT @Comune_Cagliari: Centri raccolta saturi: Protezione Civile #Sardegna invita ad interrompere invio di aiuti ai centri http://t.co/rw3HzY…","7","4","0","142","20","1","1"
"RT @SopreMan: Numeri Emergenza #terremoto - #Ferrara 0532771546, #Modena 059200200, #Mirandola 0535611039, #SanFelice 800210644, RT RT R ...","9","5","0","140","16","5","1"
"RT @manuvegha: Anche stanotte ci ha scossi, #terremoto #FF a tutti noi che #teniamobotta! Nessuno ci dimentichi.","2","5","5","112","17","3","0"
"@annapaolaconcia OLBIA-DINTORNI:chi ha mezzi pesanti(terne e simili) è invitato a mettersi a disposizione. http://t.co/QurwmtKbve #Sardegna","7","2","1","140","20","1","1"
"RT @silvioderossi: #allertameteoSAR - IMPORTANTE! #Sardegna Se la vostra wifi è funzionante togliete la password. Fate in modo che tutti po…","6","6","1","143","19","2","1"
"RT @CriVigevano: E' ORA DI ENTRARE IN AZIONE!! #Sardegna, è attivo il numero solidale 45500. DONA 2 EURO da CELLULARE e TELEFONO... http://…","12","3","0","143","22","1","1"
